word,word_sen,word_sen_trans,trans,example
unusual,an unusual feature,不寻常的特点,"adj.不寻常的；与众不同的；不平常的
","1. an unusual feature
不寻常的特点
2. unusual circumstances
异常状况
3. It’s unusual for Dave to be late.
戴夫迟到是很少见的。
4. (= it is quite common ) to feel very angry in a situation like this.
遇到这样的情况觉得非常生气是很正常的。
"
historical,places of historical interest,历史名胜,"adj.历史的；史学的；基于史实的
","1. places of historical interest
历史名胜
2. It is important to look at the novel in its historical context .
在历史背景下看待这部小说很重要。
"
casual,Jean felt more comfortable in casual clothes .,琼穿上便服感到更舒服。,"adj.随便的；非正式的；临时的；偶然的
n.便装；临时工人；待命士兵
","1. Jean felt more comfortable in casual clothes .
琼穿上便服感到更舒服。
2. a casual jacket
休闲夹克
"
aggressive,Jim’s voice became aggressive.,吉姆的声音凶了起来。,"adj.侵略性的；好斗的；有进取心的；有闯劲的
","1. Jim’s voice became aggressive.
吉姆的声音凶了起来。
2. Teachers apparently expect a certain amount of aggressive behaviour from boys.
老师显然料到男孩子多少会有些好勇斗狠的行为。
"
revise,The college has revised its plans because of local objections.,由于地方上的反对，学院已经修改了计划。,"v.修正；复习；校订
n.修订；校订
","1. The college has revised its plans because of local objections.
由于地方上的反对，学院已经修改了计划。
2. We have revised our estimates of population growth.
我们已修正了对人口增长的估计。
"
administration,We’re looking for someone with experience in administration.,我们正在寻找一个有管理经验的人。,"n.管理；行政；实施；行政机构
","1. We’re looking for someone with experience in administration.
我们正在寻找一个有管理经验的人。
2. The health service spends too much on administration.
医疗服务部门在行政方面花费太多。
"
fundamental,We have to tackle the fundamental cause of the problem.,我们必须解决问题的根本原因。,"adj.基本的，根本的
n.基本原理；基本原则
","1. We have to tackle the fundamental cause of the problem.
我们必须解决问题的根本原因。
2. the fundamental principles of liberty and equality
自由和平等这两个基本原则
"
considerable,Michael has already spent considerable time in Barcelona.,迈克尔在巴塞罗那已经待了相当长的时间了。,"adj.相当大的；重要的，值得考虑的
","1. Michael has already spent considerable time in Barcelona.
迈克尔在巴塞罗那已经待了相当长的时间了。
2. issues of considerable importance
相当重要的问题
3. The series has aroused considerable interest.
这套系列节目引起了观众相当浓厚的兴趣。
"
style,an attempt to use Japanese management style in a European business,将日本的管理方式用于欧洲企业的尝试,"n.风格；时尚；类型；字体
v.设计；称呼；使合潮流
","1. an attempt to use Japanese management style in a European business
将日本的管理方式用于欧洲企业的尝试
"
operation,Many small businesses fail in the first year of operation.,许多小企业在经营的第一年就倒闭了。,"n.操作；经营；[外科] 手术；[数][计] 运算
","1. Many small businesses fail in the first year of operation.
许多小企业在经营的第一年就倒闭了。
"
flexible,We can be flexible about your starting date.,你具体从哪天开始，我们可以灵活一点。,"adj.灵活的；柔韧的；易弯曲的
","1. We can be flexible about your starting date.
你具体从哪天开始，我们可以灵活一点。
2. The government needs a more flexible approach to education.
政府在处理教育问题上需要更加灵活。
"
stage,We’re getting to the stage where we hardly ever go out together.,我们快要到几乎不一起外出的地步了。,"n.阶段；舞台；戏剧；驿站
v.举行；上演；筹划
","1. We’re getting to the stage where we hardly ever go out together.
我们快要到几乎不一起外出的地步了。
"
lure,The excitement of hunting big game in Africa has been a lure to Europeans for 200 years.,在非洲捕捉大型猎物所带来的刺激，200年来一直吸引着欧洲人。,"n.诱惑；饵；诱惑物
v.诱惑；引诱
","1. The excitement of hunting big game in Africa has been a lure to Europeans for 200 years.
在非洲捕捉大型猎物所带来的刺激，200年来一直吸引着欧洲人。
"
associate,I don’t like these layabouts you’re associating with.,我不喜欢你结交的这些游手好闲的人。,"v.交往；结交
n.同事，伙伴；关联的事物
adj.副的；联合的
","1. I don’t like these layabouts you’re associating with.
我不喜欢你结交的这些游手好闲的人。
2. Mr. Lin is associate director of the Institute.
林先生是该研究所的副主任。
"
candidate,a presidential candidate,总统候选人,"n.候选人，候补者；应试者
","1. a presidential candidate
总统候选人
"
passive,Kathy seems to take a very passive role in the relationship.,凯茜在这一关系中似乎扮演着十分被动的角色。,"adj.被动的，消极的；被动语态的
n.被动语态
","1. Kathy seems to take a very passive role in the relationship.
凯茜在这一关系中似乎扮演着十分被动的角色。
2. their passive acceptance of their fate
他们对命运的消极接受
"
impulse,The eye converts light signals to nerve impulses.,眼睛把光信号转变成神经冲动。,"n.冲动；[电子] 脉冲；刺激；神经冲动；推动力
vt.推动
","1. The eye converts light signals to nerve impulses.
眼睛把光信号转变成神经冲动。
"
file,We will keep your details on file (= store them for later use ) .,我们将把你的详细资料存档。,"n.文件；档案；文件夹；锉刀
v.提出；锉；琢磨；把…归档
","1. We will keep your details on file (= store them for later use ) .
我们将把你的详细资料存档。
"
contempt,The public is treated with contempt by broadcasters.,公众受到了节目主持人的轻蔑对待。,"n.轻视，蔑视；耻辱
","1. The public is treated with contempt by broadcasters.
公众受到了节目主持人的轻蔑对待。
2. How could she have loved a man who so clearly held her in contempt ?
她怎么会爱上一个明显看不起她的男人呢？
"
quest,They journeyed to the distant Molucca islands in quest of spices.,他们远赴摩鹿加群岛寻找香料。,"n.追求；寻找
v.追求；寻找
","1. They journeyed to the distant Molucca islands in quest of spices.
他们远赴摩鹿加群岛寻找香料。
2. He had been questing for religious belief from an early age.
他从早年开始就一直在寻求宗教信仰。
3. ...his questing mind and boundless enthusiasm.
…他的探索型头脑和无限的热情
"
host,Our host greeted us at the door.,主人在门口迎接我们。,"n.[计] 主机；主人；主持人；许多
v.主持；当主人招待
","1. Our host greeted us at the door.
主人在门口迎接我们。
"
perceive,"That morning, he perceived a change in Franca’s mood.",那天早上，他注意到弗兰卡情绪的变化。,"v.察觉，感觉；理解；认知
","1. That morning, he perceived a change in Franca’s mood.
那天早上，他注意到弗兰卡情绪的变化。
"
motive,What do you suppose the killer’s motive was?,你认为凶手的动机是什么？,"n.动机，目的；主题
adj.发动的；成为动机的
vt.使产生动机，激起
","1. What do you suppose the killer’s motive was?
你认为凶手的动机是什么？
2. The violence was clearly prompted by political motives.
这次暴力事件显然是由政治动机引发的。
3. It’s not the kind of thing he’d do unless he had an ulterior motive (= a reason he kept hidden ) .
他不会做这种事的，除非他另有隐情。
"
cup,Mathew picked up the cup and sipped his coffee.,马修拿起杯子抿了口咖啡。,"n.杯子；奖杯；酒杯
v.使成杯状；为…拔火罐
","1. Mathew picked up the cup and sipped his coffee.
马修拿起杯子抿了口咖啡。
2. She put her cup and saucer down on the table.
她把杯碟放到桌上。
3. He cupped his hands around his mouth and called out for Diane.
他两手窝成杯状围在嘴边，大声地呼唤黛安。
4. David knelt, cupped his hands and splashed river water on to his face.
大卫跪下去，双手成杯状，捧起河水泼到他的脸上。
"
sufficient,We can only prosecute if there is sufficient evidence.,有了足够的证据，我们才能提出起诉。,"adj.足够的；充分的
","1. We can only prosecute if there is sufficient evidence.
有了足够的证据，我们才能提出起诉。
2. Unauthorized absence is sufficient reason for dismissal.
旷工足以成为解雇的理由。
3. We need sufficient time to deal with the problem.
我们需要足够的时间来处理这个问题。
"
respond,They are likely to respond positively to the president's request for aid.,他们有可能积极地回应该总统的援助请求。,"v.回答；作出反应；承担责任
n.应答；唱和
","1. They are likely to respond positively to the president's request for aid.
他们有可能积极地回应该总统的援助请求。
"
heading,chapter headings,章节标题,"n.标题；（足球）头球；信头
v.用头顶（head的ing形式）
","1. chapter headings
章节标题
"
settle,We hope the factions will be able to settle their differences (= agree to stop arguing ) by peaceful means.,我们希望各派系能以和平方式解决分歧。,"v.解决；定居；沉淀；下陷
n.有背长椅
","1. We hope the factions will be able to settle their differences (= agree to stop arguing ) by peaceful means.
我们希望各派系能以和平方式解决分歧。
2. Forensic tests should settle the question of whether Bates was actually present at the scene of the crime.
法医检验应该能够解决贝茨是否在犯罪现场的问题。
3. They might be willing to settle out of court (= come to an agreement without going to a court of law ) .
他们或许会愿意庭外和解。
"
variation,Most of his poems are variations on the theme of love.,他的大部分诗作都是有关爱情主题的形式不同的作品。,"n.变化；[生物] 变异，变种
","1. Most of his poems are variations on the theme of love.
他的大部分诗作都是有关爱情主题的形式不同的作品。
"
panel,He assembled a panel of scholars to advise him.,他集结了一个学者小组为他出谋划策。,"n.仪表板；嵌板；座谈小组，全体陪审员
v.嵌镶板
","1. He assembled a panel of scholars to advise him.
他集结了一个学者小组为他出谋划策。
"
tiny,a tiny community in the Midwest,中西部地区一个极小的社区,"adj.微小的；很少的
n.(Tiny)人名；(葡、印)蒂尼
","1. a tiny community in the Midwest
中西部地区一个极小的社区
2. The earrings were tiny.
耳环很小。
3. a tiny little baby
丁点大的婴儿
4. She always felt a tiny bit sad.
她总是感到一丝悲伤。
5. Bad teachers are a tiny minority .
差老师只占极少数。
6. tiny pieces of paper
碎纸屑片
"
prudent,prudent house buyers,谨慎的购房者,"adj.谨慎的；精明的；节俭的
n.(Prudent)人名；(法)普吕当
","1. prudent house buyers
谨慎的购房者
"
approval,The president has already given his approval to the plan.,总统已经批准了这个计划。,"n.批准；认可；赞成
","1. The president has already given his approval to the plan.
总统已经批准了这个计划。
2. It is just three months since we received official approval to go ahead with the project.
三个月前我们刚刚得到正式批准进行这个项目。
3. A company cannot be sold without the approval of the shareholders.
没有股东的同意不能出售公司。
4. The bill will be submitted for approval by Congress.
这项法案将提交国会通过。
5. The President would appoint the Council of Ministers, subject to the approval of the National Assembly.
总统将任命内阁成员，但需经国民议会批准。
6. The IMF has given its seal of approval to the government’s economic strategy.
国际货币基金组织已经同意该政府的经济策略。
7. appointments requiring parliamentary approval
需经议会批准的任命
"
excessive,his excessive drinking,他的酗酒,"adj.过多的，极度的；过分的
","1. his excessive drinking
他的酗酒
2. $15 for two beers seems a little excessive.
两杯啤酒要15美元，似乎有点过分。
"
modest,You’re too modest! You’ve been a huge help to us.,你太谦虚了！你帮了我们大忙呢。,"adj.谦虚的，谦逊的；适度的；端庄的；羞怯的
n.(Modest)人名；(罗)莫代斯特；(德)莫德斯特；(俄)莫杰斯特
","1. You’re too modest! You’ve been a huge help to us.
你太谦虚了！你帮了我们大忙呢。
"
setback,The team’s hopes of playing in Europe suffered a setback last night.,球队赴欧洲参加比赛的希望昨晚遇到了阻碍。,"n.挫折；退步；逆流
","1. The team’s hopes of playing in Europe suffered a setback last night.
球队赴欧洲参加比赛的希望昨晚遇到了阻碍。
"
invite,I’m afraid I wasn’t invited.,恐怕我没有受到邀请。,"v.邀请，招待；招致
n.邀请
","1. I’m afraid I wasn’t invited.
恐怕我没有受到邀请。
"
precede,a type of cloud that precedes rain,下雨前出现的一种云,"v.领先，在…之前；优于，高于
","1. a type of cloud that precedes rain
下雨前出现的一种云
2. Lunch will be preceded by a short speech from the chairman.
午餐开始之前主席会发表一段简短的讲话。
"
careful,Be careful - the floor’s slippery.,小心——地板很滑。,"adj.仔细的，小心的
","1. Be careful - the floor’s slippery.
小心——地板很滑。
"
straight,"a long, straight road",一条笔直的长路,"adj.直的；连续的；笔直的；正直的；整齐的；异性恋的
adv.直接地；不断地；立即；坦率地
n.直；直线；直男，直女，异性恋者
","1. a long, straight road
一条笔直的长路
2. Try to keep your legs straight.
尽量把腿伸直。
3. Always lift with a straight back.
提东西的时候，一定要把背挺直。
4. her long, straight black hair
她又长又直的黑发
5. They sat down in a straight line .
他们坐成一直溜儿。
6. The road was dead straight (= completely straight ) .
那条路是笔直的。
"
principle,The general principle is that education should be available to all children up to the age of 16.,总的原则是，16 岁以下儿童都应该能接受教育。,"n.原理，原则；主义，道义；本质，本义；根源，源泉
","1. The general principle is that education should be available to all children up to the age of 16.
总的原则是，16 岁以下儿童都应该能接受教育。
2. He called for a return to first principles (= the most important ideas ) of road safety for children.
他呼吁回归儿童道路安全的根本原则。
3. Similar principles apply in the case of older children (= the principles are the same as others that have been mentioned ) .
类似的原则也适用于年纪大些的儿童。
"
solve,Charlie thinks money will solve all his problems.,查理认为钱能解决他所有的问题。,"v.解决；解答；溶解
","1. Charlie thinks money will solve all his problems.
查理认为钱能解决他所有的问题。
2. the best way of solving our dilemma
解决我们两难处境的最佳办法
"
dismiss,The government has dismissed criticisms that the country’s health policy is a mess.,有人认为国家医疗政策一塌糊涂，政府对这种批评持否认态度。,"v.解散；解雇；开除；让离开；不予理会、不予考虑
","1. The government has dismissed criticisms that the country’s health policy is a mess.
有人认为国家医疗政策一塌糊涂，政府对这种批评持否认态度。
"
flaw,A design flaw (= a mistake or weakness in the way something was made ) caused the engine to explode.,一个设计缺陷导致了引擎爆炸。,"n.瑕疵，缺点；一阵狂风；短暂的风暴；裂缝，裂纹
v.使生裂缝，使有裂纹；使无效；使有缺陷
","1. A design flaw (= a mistake or weakness in the way something was made ) caused the engine to explode.
一个设计缺陷导致了引擎爆炸。
"
extend,Management have agreed to extend the deadline.,管理层已同意延长最后期限。,"v.延伸；扩大；推广；伸出；给予；使竭尽全力；对…估价
","1. Management have agreed to extend the deadline.
管理层已同意延长最后期限。
"
absorb,Plants absorb nutrients from the soil.,植物从土壤中吸收养分。,"v.吸收；吸引；承受；理解；使…全神贯注
","1. Plants absorb nutrients from the soil.
植物从土壤中吸收养分。
"
strange,strange noises,奇怪的噪声,"adj.奇怪的；陌生的；外行的
adv.奇怪地；陌生地，冷淡地
n.(Strange)人名；(英)斯特兰奇；(瑞典、塞)斯特朗格
","1. strange noises
奇怪的噪声
2. Does Geoff’s behaviour seem strange to you?
你觉得杰夫的行为反常吗？
3. She felt there was something strange about Dexter’s voice.
她觉得德克斯特的声音有点奇怪。
4. Isn’t it strange how animals seem to sense danger?
动物似乎能感觉到危险，这不是很奇怪吗？
5. It’s strange that we’ve never met before.
很奇怪，我们以前居然从来没有碰见过。
6. For some strange reason, I slept like a baby despite the noise.
很奇怪，不知为什么，尽管很吵闹，但我仍睡得很香。
7. Strange as it may seem, I actually prefer cold weather.
听上去也许很奇怪，我竟然喜欢冷天。
8. That’s strange. I was sure Jude was right here a second ago.
真奇怪，我肯定祖德刚刚还在这儿的。
9. The strange thing is all four victims had red hair.
令人奇怪的是，四名受害者都是红头发的。
"
expense,He's bought a big TV at vast expense so that everyone can see properly.,他花了很多钱买了台大电视，这样人人都可以看清楚了。,"n.损失，代价；消费；开支
vt.向…收取费用
vi.被花掉
","1. He's bought a big TV at vast expense so that everyone can see properly.
他花了很多钱买了台大电视，这样人人都可以看清楚了。
"
alternative,...alternative health care.,…替代性保健。,"adj.供选择的；选择性的；交替的
n.二中择一；供替代的选择
","1. ...alternative health care.
…替代性保健。
"
destroy,companies that are polluting and destroying the environment,污染和破坏环境的公司,"v.破坏；消灭；毁坏
","1. companies that are polluting and destroying the environment
污染和破坏环境的公司
"
illusion,She was under no illusion that he loved her.,她不再幻想他爱她了。,"n.幻觉，错觉；错误的观念或信仰
","1. She was under no illusion that he loved her.
她不再幻想他爱她了。
2. It is an illusion that the Arctic is dark in winter.
认为北极冬天一片黑暗是错误的。
3. She had no illusions about her physical attractiveness.
她对自己外表的吸引力不抱幻想。
4. ‘I hate to shatter your illusions,’ he said.
“我不愿意打破你的幻想。”他说。
"
shift,I work shifts.,我轮班工作。,"n.移动；变化；手段；轮班
v.移动；转变；转换
","1. I work shifts.
我轮班工作。
2. A shift system has been introduced.
实行了轮班工作制。
"
tempt,If you leave valuables in your car it will tempt thieves.,如果把贵重物品留在车上，会招来小偷的。,"v.诱惑；引起；冒…的风险；使感兴趣
","1. If you leave valuables in your car it will tempt thieves.
如果把贵重物品留在车上，会招来小偷的。
"
boost,The new resort area has boosted tourism.,新的度假区促进了旅游业的发展。,"v.促进；增加；支援
n.推动；帮助；宣扬
","1. The new resort area has boosted tourism.
新的度假区促进了旅游业的发展。
"
speaker,"The keynote speaker (= main or most important speaker ) was Robert Venturi, the architect.",主要发言人是建筑师罗伯特·文图里。,"n.演讲者；扬声器；说话者；说某种语言的人
","1. The keynote speaker (= main or most important speaker ) was Robert Venturi, the architect.
主要发言人是建筑师罗伯特·文图里。
"
collective,a collective decision made by all board members,董事会所有成员作出的集体决定,"adj.集体的；共同的；集合的；集体主义的
n.集团；集合体；集合名词
","1. a collective decision made by all board members
董事会所有成员作出的集体决定
2. our collective responsibility for the environment
我们对环境的共同责任
"
speech,He has to make a lot of after-dinner speeches .,他经常要发表席后演说。,"n.演讲；讲话；[语] 语音；演说
","1. He has to make a lot of after-dinner speeches .
他经常要发表席后演说。
2. Collins gave the keynote speech (= most important speech ) .
科林斯作了主题发言。
"
dominant,The dominant male gorilla is the largest in the group.,领头的公猩猩是这群大猩猩中体形最大的一个。,"adj.显性的；占优势的；支配的，统治的
n.显性
","1. The dominant male gorilla is the largest in the group.
领头的公猩猩是这群大猩猩中体形最大的一个。
2. Japan became dominant in the mass market during the 1980s.
20世纪80年代日本在大众市场上开始占据优势。
3. its dominant position within the group
它在该组织中的突出地位
"
row,(= many rows ) of shelves stacked with books,一排又一排堆满书的架子,"n.行，排；划船；街道；吵闹
v.划船；使……成排
","1. (= many rows ) of shelves stacked with books
一排又一排堆满书的架子
"
philosophy,Emma studies philosophy at university.,埃玛在大学攻读哲学。,"n.哲学；哲理；人生观
","1. Emma studies philosophy at university.
埃玛在大学攻读哲学。
"
manipulate,He was one of those men who manipulated people.,他是那种要摆布别人的人。,"v.操纵；操作；巧妙地处理；篡改
","1. He was one of those men who manipulated people.
他是那种要摆布别人的人。
2. You have the constant feeling you are being manipulated.
你总感觉自己是被人控制着的。
"
derive,Mr. Ying is one of those happy people who derive pleasure from helping others.,英先生是那种助人为乐的快活人。,"v.源于；得自；获得
n.(Derive)人名；(法)德里夫
","1. Mr. Ying is one of those happy people who derive pleasure from helping others.
英先生是那种助人为乐的快活人。
"
laugh,He gave a short laugh.,他笑了一声。,"n.笑；引人发笑的事或人
v.笑
","1. He gave a short laugh.
他笑了一声。
"
graduate,As an actress she has graduated from small roles to more substantial parts.,作为演员，她从配角演起，慢慢地开始出演比较重要的角色。,"v.授予…学位；分等级；标上刻度
n.研究生；毕业生
adj.毕业的；研究生的
","1. As an actress she has graduated from small roles to more substantial parts.
作为演员，她从配角演起，慢慢地开始出演比较重要的角色。
"
counter,He wondered if the girl behind the counter recognised him.,他在想柜台后面的那个女孩是否认出了他。,"n.柜台；对立面；计数器；（某些棋盘游戏的）筹码
v.反击，还击；反向移动，对着干；反驳，回答
adj.相反的
adv.反方向地；背道而驰地
","1. He wondered if the girl behind the counter recognised him.
他在想柜台后面的那个女孩是否认出了他。
"
democratic,a democratic government,民主政府,"adj.民主的；民主政治的；大众的
","1. a democratic government
民主政府
2. the role of the media in the democratic process
民主进程中媒体的作用
"
productive,Most of us are more productive in the morning.,我们大多数人在早上更有效率。,"adj.能生产的；生产的，生产性的；多产的；富有成效的
","1. Most of us are more productive in the morning.
我们大多数人在早上更有效率。
2. a highly productive meeting
富有成效的会议
"
overcome,He struggled to overcome his shyness.,他努力克服自己的羞怯。,"v.克服；胜过
","1. He struggled to overcome his shyness.
他努力克服自己的羞怯。
2. Her financial problems could no longer be overcome.
她的经济困难再也无法解决。
"
advertise,They no longer advertise alcohol or cigarettes at sporting events.,他们不再在体育赛事上做烟酒广告了。,"v.通知；为…做广告；使突出
","1. They no longer advertise alcohol or cigarettes at sporting events.
他们不再在体育赛事上做烟酒广告了。
2. Colleges and universities have found that it pays to advertise (=  advertising brings good results  ) .
大专院校发现做广告效果很好。
"
sea,Jay stripped his clothes off and ran into the sea.,杰伊脱光衣服奔入海里。,"n.海；海洋；许多；大量
","1. Jay stripped his clothes off and ran into the sea.
杰伊脱光衣服奔入海里。
2. Most exports went by sea .
大部分出口商品都走海路。
3. a little cottage by the sea
一座海滨小屋
4. He spent over 30 years at sea .
他在船上工作了30多年。
5. They stood side by side looking out to sea .
他们并排站着眺望大海。
"
council,the council for civil liberties,公民自由委员会,"n.委员会；会议；理事会；地方议会；顾问班子
","1. the council for civil liberties
公民自由委员会
2. the UN Security Council
联合国安全理事会
"
entail,A new computer system entails a lot of re-training.,使用新的计算机系统需要大量的再培训。,"v.使需要，必需；承担；遗传给；蕴含
n.引起；需要；继承
","1. A new computer system entails a lot of re-training.
使用新的计算机系统需要大量的再培训。
2. Some foreign travel is entailed in the job.
做这份工作有时要到国外出差。
"
son,Her son Sean was born in 1983.,她的儿子肖恩出生于 1983 年。,"n.儿子；孩子（对年轻人的称呼）；男性后裔
","1. Her son Sean was born in 1983.
她的儿子肖恩出生于 1983 年。
2. They have three sons and a daughter.
他们有三个儿子和一个女儿。
3. In those days, the property went to the oldest son.
那时候，财产由长子继承。
4. their youngest son, George
他们最小的儿子乔治
"
democracy,a return to democracy after 16 years of military rule,16年军人统治后民主制度的恢复,"n.民主，民主主义；民主政治
","1. a return to democracy after 16 years of military rule
16年军人统治后民主制度的恢复
"
academy,the American Academy of Arts and Letters,美国艺术和文学学会,"n.学院；研究院；学会；专科院校
","1. the American Academy of Arts and Letters
美国艺术和文学学会
"
rear,"She reared sixteen children, six her own and ten her husband's.",她抚养大了16个孩子，6个她自己的，10个她丈夫的。,"v.培养；树立；栽种
adv.向后；在后面
adj.后方的；后面的；背面的
n.后面；屁股；后方部队
","1. She reared sixteen children, six her own and ten her husband's.
她抚养大了16个孩子，6个她自己的，10个她丈夫的。
"
specialist,a heart specialist,心脏专科医生,"n.专家；专门医师
adj.专家的；专业的
","1. a heart specialist
心脏专科医生
"
admission,"Reese, by his own admission , lacks the necessary experience.",里斯自己也承认缺乏必要的经验。,"n.承认；入场费；进入许可；坦白；录用
","1. Reese, by his own admission , lacks the necessary experience.
里斯自己也承认缺乏必要的经验。
"
variable,Expect variable cloudiness and fog tomorrow.,预计明天多云有雾，天气多变。,"adj.变量的；可变的；易变的，多变的；变异的，[生物] 畸变的
n.[数] 变量；可变物，可变因素
","1. Expect variable cloudiness and fog tomorrow.
预计明天多云有雾，天气多变。
2. Interest rates can be highly variable.
利率有时会大幅波动。
"
oblige,"The storm got worse and worse. Finally, I was obliged to abandon the car and continue on foot.",暴风雨越来越猛烈。最终，我被迫弃车徒步前行。,"v.迫使；强制；赐，施恩惠；责成；义务
","1. The storm got worse and worse. Finally, I was obliged to abandon the car and continue on foot.
暴风雨越来越猛烈。最终，我被迫弃车徒步前行。
"
fruit,Try to eat plenty of fresh fruit .,尽量多吃新鲜水果。,"n.水果；产物
v.结果实
","1. Try to eat plenty of fresh fruit .
尽量多吃新鲜水果。
2. {""COLLOINEXA"":[""fruit and vegetables""]}
水果和蔬菜
3. a glass of fruit juice
一杯果汁
4. a large garden with fruit trees
种了果树的大花园
"
household,household chores,家务杂活,"adj.家庭的；日常的；王室的
n.全家人，一家人；(包括佣工在内的)家庭，户
","1. household chores
家务杂活
2. ...household chores.
…家务活。
"
wise,a wise precaution,明智的预防措施,"adj.明智的；聪明的；博学的
v.使知道；教导
n.(Wise)人名；(英)怀斯
","1. a wise precaution
明智的预防措施
2. I don’t think that would be a very wise move (= not be a sensible thing to do ).
我认为那样做不是很明智。
"
nail,Frank put the first plank down and nailed it in place.,弗兰克放下第一块木板，把它钉到位。,"v.钉；使固定；揭露
n.[解剖] 指甲；钉子
","1. Frank put the first plank down and nailed it in place.
弗兰克放下第一块木板，把它钉到位。
"
distinguish,The light was too dim for me to distinguish anything clearly.,光线太暗，我什么也看不清。,"v.区分；辨别；使杰出，使表现突出
","1. The light was too dim for me to distinguish anything clearly.
光线太暗，我什么也看不清。
"
bay,a house with a view across the bay,能看到海湾全景的一幢房子,"n.海湾；狗吠声
v.向…吠叫
","1. a house with a view across the bay
能看到海湾全景的一幢房子
2. Montego Bay
蒙特哥湾
3. A dog suddenly howled, baying at the moon.
一只狗忽然嚎叫起来，对月长嗥。
"
colony,Algeria was formerly a French colony.,阿尔及利亚以前是法国的殖民地。,"n.殖民地；移民队；种群；动物栖息地
","1. Algeria was formerly a French colony.
阿尔及利亚以前是法国的殖民地。
"
creature,all the living creatures in the sea,海洋中所有的生物,"n.动物，生物；人；创造物
","1. all the living creatures in the sea
海洋中所有的生物
"
quick,Her nails were bitten to the quick.,她的指甲都咬到肉里了。,"n.核心；伤口的嫩肉
adj.快的；迅速的，敏捷的；灵敏的
adv.迅速地，快
","1. Her nails were bitten to the quick.
她的指甲都咬到肉里了。
"
integrate,The Marine Corps was the last service to integrate.,美国海军陆战队是最后合并的部队。,"v.使…完整；使…成整体；求…的积分；表示…的总和
adj.整合的；完全的
n.一体化；集成体
","1. The Marine Corps was the last service to integrate.
美国海军陆战队是最后合并的部队。
"
gold,She came to the party dripping with gold (= wearing a lot of gold ) .,她披金戴银地来参加派对。,"n.金，黄金；金色；金币
adj.金的，金制的；金色的
","1. She came to the party dripping with gold (= wearing a lot of gold ) .
她披金戴银地来参加派对。
"
unfortunately,"Unfortunately, you were out when we called.",很遗憾，我们来的时候你出去了。,"adv.不幸地
","1. Unfortunately, you were out when we called.
很遗憾，我们来的时候你出去了。
"
divide,The physical benefits of exercise can be divided into three factors.,锻炼对身体的好处可以分成3个方面。,"v.划分；除；分开；使产生分歧
n.[地理] 分水岭，分水线
","1. The physical benefits of exercise can be divided into three factors.
锻炼对身体的好处可以分成3个方面。
"
outline,a research proposal outline,研究计划梗概,"n.轮廓；大纲；概要；略图
v.概述；略述；描画…轮廓
","1. a research proposal outline
研究计划梗概
"
extreme,Extreme poverty still exists in many rural areas.,许多农村地区仍处于赤贫状态。,"adj.极端的；极度的；偏激的；尽头的
n.极端；末端；最大程度；极端的事物
","1. Extreme poverty still exists in many rural areas.
许多农村地区仍处于赤贫状态。
2. extreme cold
严寒
3. He had extreme difficulty getting hold of the ingredients.
他费了极大的劲找配料。
"
painting,a collection of valuable paintings,一批珍贵的画作,"n.绘画；油画；着色
v.绘画（paint的ing形式）；涂色于
","1. a collection of valuable paintings
一批珍贵的画作
2. Can you help me hang this painting (= put it on a wall ) ?
你帮我把这幅画挂起来好吗？
"
beat,Brazil were beaten 2–1.,巴西队以1比2告负。,"v.打；打败
n.拍子；敲击；有规律的一连串敲打
adj.筋疲力尽的；疲惫不堪的
","1. Brazil were beaten 2–1.
巴西队以1比2告负。
2. Labour easily beat the Conservatives in the last election.
工党在上一届选举中轻松击败保守党。
"
surround,He glared at the people who surrounded the tent.,他怒视着围住帐篷的那些人。,"v.围绕；包围
n.围绕物
adj.环绕立体声的
","1. He glared at the people who surrounded the tent.
他怒视着围住帐篷的那些人。
"
thoughtful,Paul is very thoughtful.,保罗非常体贴人。,"adj.深思的；体贴的；关切的
","1. Paul is very thoughtful.
保罗非常体贴人。
"
resource,Canada’s vast mineral resources,加拿大丰富的矿产资源,"n.资源，财力；办法；智谋
","1. Canada’s vast mineral resources
加拿大丰富的矿产资源
2. a country rich in natural resources
自然资源丰富的国家
"
local,We asked one of the locals to recommend a restaurant.,我们请一位当地人推荐一家餐馆。,"n.[计] 局部；当地居民；本地新闻
adj.当地的；局部的；地方性的；乡土的
","1. We asked one of the locals to recommend a restaurant.
我们请一位当地人推荐一家餐馆。
"
ownership,The price of home ownership is increasing.,房价在不断上涨。,"n.所有权；物主身份
","1. The price of home ownership is increasing.
房价在不断上涨。
"
prescription,We are trying to cut the price of prescription drugs .,我们正努力降低处方药的价格。,"n.药方；指示；惯例
adj.凭处方方可购买的
","1. We are trying to cut the price of prescription drugs .
我们正努力降低处方药的价格。
2. a repeat prescription
重复处方
"
cancer,A lot of cancers can now be treated successfully.,现在许多癌症可以治愈。,"n.癌症；恶性肿瘤
","1. A lot of cancers can now be treated successfully.
现在许多癌症可以治愈。
2. She was told last year that she had cancer .
去年她得知自己患了癌症。
3. He died of cancer last month.
上个月他死于癌症。
4. a new treatment which effectively kills cancer cells
一种能有效杀死癌细胞的新疗法
"
