word,word_sen,word_sen_trans,trans,example
below,an animal that lives below ground,生活在地下的动物,"adv&prep.在…下面，在…以下
","1. an animal that lives below ground
生活在地下的动物
2. Water was dripping onto the floor below.
水滴到下面的地板上。
3. I could hear voices in the courtyard below my window.
我能听到院子里有人在我的窗下说话。
4. They camped a few hundred feet below the summit.
他们在山峰下面几百英尺的地方扎了营。
5. Down below, people were talking and laughing.
下面，人们谈笑风生。
6. Somewhere far below, a door slammed.
下面远远的什么地方有一扇门砰地关上了。
7. The kitchen is directly below her bedroom.
厨房就在她卧室的正下方。
8. Captain Parker went below (=  to the lower level of the ship  ) , leaving Clooney in charge.
帕克船长下去了，让克卢尼掌舵。
"
consequence,Many believe that poverty is a direct consequence of overpopulation.,许多人认为贫困是人口过多的直接后果。,"n.结果,后果,影响
","1. Many believe that poverty is a direct consequence of overpopulation.
许多人认为贫困是人口过多的直接后果。
"
bargain,At this price the wine is a bargain.,以这个价格，这葡萄酒算是物美价廉了。,"n.廉价货；交易,契约,合同
v.议价
","1. At this price the wine is a bargain.
以这个价格，这葡萄酒算是物美价廉了。
2. I’ve kept my side of the bargain and I expect you to keep yours.
我履行了我的承诺，希望你也履行你的承诺。
3. They bargained over the level of wages.
他们就工资水平进行商谈。
"
partner,Discuss your worries with your partner.,和伴侣谈谈你的忧虑。,"n.配偶；合作者,合伙人,合股人；舞伴；伙伴
","1. Discuss your worries with your partner.
和伴侣谈谈你的忧虑。
2. She’s a partner in a law firm.
她是一家律师事务所的合伙人。
3. Take your partners for the next dance.
挑选下一支舞的舞伴吧。
4. Nigeria is our principal trading partner in Africa.
尼日利亚是我们在非洲的主要贸易伙伴。
"
visa,"I was still in New York, trying to get a visa to visit Russia.",我仍在纽约，正在办理去俄罗斯的签证。,"n.(护照等的)签证
v.签证
","1. I was still in New York, trying to get a visa to visit Russia.
我仍在纽约，正在办理去俄罗斯的签证。
"
importance,He was full of his own importance (= he behaved in an annoying way which showed that he thought he was very important ).,他自以为很了不起。,"n.重要,重要性
","1. He was full of his own importance (= he behaved in an annoying way which showed that he thought he was very important ).
他自以为很了不起。
"
excess,Cut any excess fat from the meat.,将肉中多余的肥肉切掉。,"adj.过量的,额外的
n.过多，过量
","1. Cut any excess fat from the meat.
将肉中多余的肥肉切掉。
2. After you apply the oil, wait 20 minutes before wiping off any excess.
涂上油以后，等20分钟再擦掉多余部分。
"
enlighten,Baldwin enlightened her as to the nature of the experiment.,鲍德温给她讲解了这个实验的性质。,"v.启发,启蒙,教导
","1. Baldwin enlightened her as to the nature of the experiment.
鲍德温给她讲解了这个实验的性质。
"
actress,She's not only a great dramatic actress but she's also very funny.,她不仅是一位伟大的女戏剧演员，而且也很幽默。,"n.女演员
","1. She's not only a great dramatic actress but she's also very funny.
她不仅是一位伟大的女戏剧演员，而且也很幽默。
"
dilemma,a moral dilemma,道德上进退两难的窘境,"n.困境；进退两难；
","1. a moral dilemma
道德上进退两难的窘境
2. This placed Robert Kennedy in a dilemma.
这让罗伯特·肯尼迪陷入了两难的境地。
3. Many women are faced with the dilemma of choosing between work and family commitments.
许多女性面临着出去工作还是照顾家庭的两难境地。
"
fin,,,"n.鱼鳍；鳍状物；尾翅
",
island,The Cayman Islands,开曼群岛,"n.岛，岛屿
","1. The Cayman Islands
开曼群岛
2. the Greek island of Crete
希腊克里特岛
"
sanction,The church refused to sanction the king’s second marriage.,教会拒绝批准国王的第二次婚姻。,"v.批准,同意,支持,认可
n.批准,同意,支持,认可；制裁；处罚
","1. The church refused to sanction the king’s second marriage.
教会拒绝批准国王的第二次婚姻。
2. Apparently, the aide had acted without White House sanction.
这名助理的所作所为显然未经过白宫的批准。
3. the threat of trade sanctions
贸易制裁的威胁
4. the harshest possible sanction which could be imposed
可能采取的最严厉的处罚
"
lightning,Two farmworkers were struck by lightning (= hit by lightning ).,两个农民遭闪电击中。,"n.闪电
adj.闪电般的,快速的
","1. Two farmworkers were struck by lightning (= hit by lightning ).
两个农民遭闪电击中。
2. a lightning attack
闪电式突袭
"
carpenter,He is a carpenter by profession.,他以木工为业。,"n.木工,木匠
","1. He is a carpenter by profession.
他以木工为业。
2. At an early age, I was apprenticed to a carpenter.
我小时候曾给木匠当过学徒。
"
paradox,The paradox is that fishermen would catch more fish if they fished less.,悖论就是: 如果渔夫减少捕鱼，反而会打到更多的鱼。,"n.悖论，似非而是的说法；自相矛盾（的情况）
","1. The paradox is that fishermen would catch more fish if they fished less.
悖论就是: 如果渔夫减少捕鱼，反而会打到更多的鱼。
2. It’s a paradox that in such a rich country there can be so much poverty.
在如此富有的国家却有这么多的贫穷现象，真是矛盾。
"
pillow,I’ll be asleep as soon as my head hits the pillow.,我头一碰到枕头就会睡着。,"n.枕头
","1. I’ll be asleep as soon as my head hits the pillow.
我头一碰到枕头就会睡着。
"
capital,"Washington D.C., the capital of the United States",美国首都华盛顿特区,"n.首都；资本；大写字母
adj.主要的,大写字母的
","1. Washington D.C., the capital of the United States
美国首都华盛顿特区
2. The government is eager to attract foreign capital.
政府急切希望吸引外国资金。
3. The name and address are written in capitals.
姓名和地址都大写。
4. capital ‘B’
大写的B
"
infectious,infectious diseases,传染性疾病,"adj.传染的,传染性的；有感染力的
","1. infectious diseases
传染性疾病
2. an infectious smile
有感染力的微笑
"
profit,The shop’s daily profit is usually around $500.,这家商店每天的利润一般在500美元左右。,"n.利润,收益
v.(by,from)得利,获益；有利于
","1. The shop’s daily profit is usually around $500.
这家商店每天的利润一般在500美元左右。
2. Some industries, such as shipbuilding, clearly profited from the war.
某些行业，例如造船业，显然从这场战争中获利了。
3. It might profit you to learn about the company before your interview.
在面试之前对该公司作些了解可能会对你有帮助。
"
script,They write all their own scripts.,他们所有的剧本都是自己写的。,"n.剧本(原稿),手稿，原稿；笔迹，手迹
","1. They write all their own scripts.
他们所有的剧本都是自己写的。
2. a diary entry written in neat black script
用工整的黑色字写下的一则日记
"
confusion,There was some confusion as to whether we had won or lost.,我们究竟是赢是输，情况不太清楚。,"n.困惑，糊涂；混淆；混乱，骚乱
","1. There was some confusion as to whether we had won or lost.
我们究竟是赢是输，情况不太清楚。
2. To avoid confusion, the teams wore different colours.
为了避免混淆，各队穿着不同颜色的服装。
3. a scene of indescribable confusion
难以形容的混乱场面
"
sociology,"I contemplated transferring to sociology, but found that subject too difficult.",我计划转向社会学，但是发现这门学科太难了。,"n.社会学
","1. I contemplated transferring to sociology, but found that subject too difficult.
我计划转向社会学，但是发现这门学科太难了。
"
recipe,a recipe book,一本烹饪书,"n.烹饪法,食谱；诀窍,方法
","1. a recipe book
一本烹饪书
2. What's her recipe for success?
她成功的秘诀是什么？
"
cupboard,It’s in the kitchen cupboard.,它在厨房的碗柜里。,"n.碗柜,小橱
","1. It’s in the kitchen cupboard.
它在厨房的碗柜里。
2. The cupboard doors were open.
柜门开着。
"
advice,You should have followed my advice.,你真该听我的建议。,"n.劝告，忠告，(医生等的)意见
","1. You should have followed my advice.
你真该听我的建议。
"
seaside,a trip to the seaside,去海滨的旅行,"n.海滨,海边
","1. a trip to the seaside
去海滨的旅行
"
palace,Buckingham Palace,白金汉宫,"n.宫,宫殿
","1. Buckingham Palace
白金汉宫
"
suspicious,His reluctance to answer my questions made me suspicious .,他不愿回答我的问题，这引起我的怀疑。,"adj.多疑的,疑心的；可疑的
","1. His reluctance to answer my questions made me suspicious .
他不愿回答我的问题，这引起我的怀疑。
2. You’ve got a very suspicious mind!
你真是疑心太重！
3. He was behaving in a highly suspicious manner.
他的举止十分可疑。
"
human,There are many different cell types in the human body .,人体中有许多种不同的细胞类型。,"adj.人的,人类的
n.人
","1. There are many different cell types in the human body .
人体中有许多种不同的细胞类型。
2. the power of the human mind
人脑的威力
3. The desire for joy lies deep within the human spirit .
对快乐的渴求藏在人类心灵深处。
4. Infra-red light is invisible to the human eye .
红外线是人眼看不见的。
5. theories of human behaviour
关于人类行为的理论
6. different areas of human experience
人类各方面的经验
7. respect for the absolute value of human life
对人类生命绝对价值的尊重
8. The accident was the result of human error .
事故是由于人为过失造成的。
9. Like humans, cats and dogs are omnivores.
和人类一样，猫和狗是杂食性动物。
"
gender,people of the same gender,同性别的人,"n.(生理上的)性；(名词、代词等的)性
","1. people of the same gender
同性别的人
2. Discrimination on grounds of race or gender is forbidden.
严禁种族歧视和性别歧视。
3. There may be gender differences in attitudes to paid work.
对待有偿劳动的态度可能存在着性别差异。
4. traditional gender roles
传统的性别角色
5. toys that do not reinforce gender stereotypes
不强化性别模式化观念的玩具
6. In both Welsh and Irish the word for ""moon"" is of feminine gender.
在威尔士语和爱尔兰语中，“月亮”这个单词都是阴性。
"
ornament,a silver goblet ornamented with pearls,缀有珍珠的银制高脚酒杯,"v.装饰,美化
n.装饰,装饰物
","1. a silver goblet ornamented with pearls
缀有珍珠的银制高脚酒杯
2. a shelf covered with books and ornaments
摆满书籍和装饰品的架子
"
spectacle,a multimedia dance and opera spectacle,盛大的多媒体舞蹈戏剧表演,"n.奇观,壮观；(pl.)眼镜
","1. a multimedia dance and opera spectacle
盛大的多媒体舞蹈戏剧表演
2. He looked at me over the tops of his spectacles.
他从眼镜的上方看了看我。
"
principal,His principal reason for making the journey was to visit his family.,他那次旅程的首要目的是探访家人。,"adj.最重要的,主要的
n.校长；负责人；资本,本金
","1. His principal reason for making the journey was to visit his family.
他那次旅程的首要目的是探访家人。
2. a small school with just three teachers and the principal
只有三位老师和一位校长的小型学校
3. The principal of the business has an office in New York.
这家公司的负责人在纽约有一处办公室。
"
companion,For ten years he had been her constant companion .,十年来他一直陪伴她左右。,"n.同伴,共事者,伴侣
","1. For ten years he had been her constant companion .
十年来他一直陪伴她左右。
2. His dog became his closest companion .
他的狗成了他最亲密的伙伴。
3. a travelling companion
旅伴
"
attempt,Weather conditions prevented them from attempting the jump.,天气状况使他们无法尝试跳伞。,"v.企图，试图
n.努力，尝试，企图
","1. Weather conditions prevented them from attempting the jump.
天气状况使他们无法尝试跳伞。
2. All attempts to control inflation have failed.
控制通货膨胀的所有努力都失败了。
"
metre,"She's running the 1,500 metres here.",她正在这儿跑1500米。,"n.(meter)米，公尺；仪表，计量器
","1. She's running the 1,500 metres here.
她正在这儿跑1500米。
2. A man came to read the electricity metre .
有个男的来抄电表。
"
decide,Has anything been decided yet?,已经作出什么决定了吗？,"v.决定,下决心；解决,裁决
","1. Has anything been decided yet?
已经作出什么决定了吗？
2. The trainees decide among themselves what programs to take.
受训者自行选择课程。
3. The Commission will have the power to decide disputes.
该委员会将有权裁决争端。
"
promote,You don't have to sacrifice environmental protection to promote economic growth.,你们没有必要牺牲环保来促进经济增长。,"v.促进,发扬；提升,提拔
","1. You don't have to sacrifice environmental protection to promote economic growth.
你们没有必要牺牲环保来促进经济增长。
2. Helen was promoted to senior manager.
海伦被提升为高级经理。
"
genetic,genetic defects,遗传性缺陷,"adj.遗传(学)的
n.[-s]遗传学
","1. genetic defects
遗传性缺陷
2. each person’s genetic make-up
每个人的遗传特征
3. genetic research
基因研究
4. Genetics is also bringing about dramatic changes in our understanding of cancer.
遗传学也正使我们对癌症的理解发生巨大的变化。
"
private,Morris has a private jet.,莫里斯拥有一架私人喷气式飞机。,"adj.私人的,个人的；秘密的,私下的
","1. Morris has a private jet.
莫里斯拥有一架私人喷气式飞机。
2. He made some notes for his private use.
他记了些笔记供自己所用。
3. They objected to any form of private property .
他们反对任何形式的私有财产。
4. I need to have a private discussion with you.
我得和你私下讨论。
"
resist,"They only wanted 3 dollars for it, so how could I resist?",他们只要3美元，我怎能不买？,"v.忍得住；抗拒，对抗；反抗，抵御
","1. They only wanted 3 dollars for it, so how could I resist?
他们只要3美元，我怎能不买？
2. He resisted pressure to resign.
他顶住压力，没辞职。
3. He was charged with trying to resist arrest .
他被指控企图拒捕。
"
depart,Dorothy departed for Germany last week.,上周多萝西出发去德国了。,"v.离开,起程
adj.过去的,逝世的
","1. Dorothy departed for Germany last week.
上周多萝西出发去德国了。
"
platform,The Edinburgh train will depart from platform six.,开往爱丁堡的火车将从六号站台发车。,"n.站台,月台；平台,台；政纲,党纲
","1. The Edinburgh train will depart from platform six.
开往爱丁堡的火车将从六号站台发车。
2. an oil exploration platform
石油勘探平台
3. the Labour party platform
工党纲领
"
absence,Her work involved repeated absences from home.,她的工作使她经常不在家。,"n.缺席，不在；缺乏，不存在
","1. Her work involved repeated absences from home.
她的工作使她经常不在家。
2. In the absence of any evidence, the police had to let Myers go.
警察没有证据，只好把迈尔斯放了。
"
temper,That temper of hers will get her into trouble one of these days.,她那种脾气早晚会让她惹麻烦的。,"n.脾气
v.调和，使缓和；使回火
","1. That temper of hers will get her into trouble one of these days.
她那种脾气早晚会让她惹麻烦的。
2. The heat in this coastal town is tempered by cool sea breezes.
清凉的海风消减了这座海滨小城的暑气。
3. tempered steel
回火钢
"
irrespective,"The course is open to anyone, irrespective of age.",这门课任何人都可参加，没有年龄限制。,"adj.不顾的,不考虑的,无关的
","1. The course is open to anyone, irrespective of age.
这门课任何人都可参加，没有年龄限制。
"
second,the Second World War,第二次世界大战,"adj.第二；次等的,二等的
n.秒
v.赞成,附和
","1. the Second World War
第二次世界大战
2. the second of August
8月2日
3. a second year student
二年级学生
4. his second wife
他的第二任妻子
5. She won second prize.
她赢得了二等奖。
6. Hold your breath for six seconds.
请你屏气6秒钟。
7. The UN secretary-general seconded the appeal for peace.
联合国秘书长支持这项和平呼吁。
"
convenient,Mail-order catalogs are a convenient way to shop.,使用邮购目录是一种方便的购物方式。,"adj.(to)便利的,方便的
","1. Mail-order catalogs are a convenient way to shop.
使用邮购目录是一种方便的购物方式。
2. My secretary will call you to arrange a convenient time to meet.
我的秘书会打电话给你安排一个方便的时间见面。
"
petition,Local residents have drawn up a petition to protest the hospital closure.,当地居民已草拟了一份请愿书，抗议关闭医院。,"n.请愿书,申请书
v.(向…)请愿,正式请求
","1. Local residents have drawn up a petition to protest the hospital closure.
当地居民已草拟了一份请愿书，抗议关闭医院。
2. Villagers petitioned the local authority to provide better bus services.
村民请愿要求地方当局提供更好的公共汽车服务。
"
prime,Smoking is the prime cause of lung disease.,抽烟是引发肺部疾病的首要原因。,"adj.首要的；最好的,第一流的
n.青春,全盛期
","1. Smoking is the prime cause of lung disease.
抽烟是引发肺部疾病的首要原因。
2. Our prime concern is providing jobs for all young school leavers.
我们的头等大事是为所有的年轻毕业生提供工作。
3. He was named as the prime suspect in the murder investigation.
在那宗谋杀案的调查中他被定为主要嫌疑人。
4. Good management is of prime importance in business.
良好的经营管理在商业领域尤为重要。
5. prime rib of beef
上等牛肋排
6. a man in the prime of life
一个正当盛年的男子
"
Monday,The president announced Monday that he would cancel the debt.,总统周一宣布他会取消这笔债务。,"n.星期一
","1. The president announced Monday that he would cancel the debt.
总统周一宣布他会取消这笔债务。
"
equator,The United States is north of the equator.,美国位于赤道以北。,"n.赤道
","1. The United States is north of the equator.
美国位于赤道以北。
2. In the hot zone near the equator the sun heats the air continually; hence the air there ascends.
在靠近赤道的热带地区，太阳不断地加热那里的空气，于是那里的热空气就上升。
"
visitor,Times Square attracts more than 30 million visitors annually.,时代广场每年吸引三千多万游客。,"n.访问者,客人,来宾,参观者
","1. Times Square attracts more than 30 million visitors annually.
时代广场每年吸引三千多万游客。
"
competitive,Some US industries are not as competitive as they have been in the past.,美国有些行业不如以前有竞争力了。,"adj.有竞争力的；竞争的，竞争性的
","1. Some US industries are not as competitive as they have been in the past.
美国有些行业不如以前有竞争力了。
2. The team seems to have lost its competitive edge recently (= its ability to compete well ) .
这支球队近来好像丧失了竞争优势。
3. Advertising is an intensely competitive business.
广告业是一个竞争激烈的行业。
"
aspect,Alcoholism affects all aspects of family life.,酗酒影响家庭生活的各个方面。,"n.(问题等的)方面；样子, 外表, 面貌
","1. Alcoholism affects all aspects of family life.
酗酒影响家庭生活的各个方面。
2. The storm outside gave the room a sinister aspect.
外面的暴风雨使房间里变得阴森可怕。
"
revive,Local people have decided to revive this centuries-old tradition.,当地人决定复兴这一延续了数个世纪的传统。,"v.复兴；恢复；（使）复苏
","1. Local people have decided to revive this centuries-old tradition.
当地人决定复兴这一延续了数个世纪的传统。
2. an attempt to revive the steel industry
复苏钢铁工业的努力
3. The doctors revived her with injections of glucose.
医生给她注射葡萄糖，使她苏醒过来。
"
grammar,Check your spelling and grammar.,检查你的拼写和语法。,"n.语法；语法书
","1. Check your spelling and grammar.
检查你的拼写和语法。
2. the rules of English grammar
英语的语法规则
3. A dictionary lists the words, a grammar states the rules.
词典收列单词，语法书讲解语法规则。
"
pan,a frying pan,炒锅,"n.平底锅
","1. a frying pan
炒锅
2. pots and pans
锅碗瓢盆
3. Cook the pasta in a large pan of boiling water.
把意大利面放在一大锅开水里煮。
"
husband,Have you met my husband Roy?,你见过我的丈夫罗伊吗？,"n.丈夫
","1. Have you met my husband Roy?
你见过我的丈夫罗伊吗？
"
curb,He called for much stricter curbs on immigration.,他呼吁对移民实行更为严格的限制。,"n.路边；控制，约束
v.制止，抑制
","1. He called for much stricter curbs on immigration.
他呼吁对移民实行更为严格的限制。
2. measures to curb the spread of the virus
控制病毒扩散的措施
"
harmony,I do believe it is possible for different ethnic groups to live together in harmony.,我确信不同民族的人民可以融洽相处。,"n.融洽；协调,和谐
","1. I do believe it is possible for different ethnic groups to live together in harmony.
我确信不同民族的人民可以融洽相处。
2. the harmony of sea and sky
海天一色
"
invasion,...seven years after the Roman invasion of Britain.,…罗马人入侵大不列颠岛之后的7年。,"n.入侵,侵略,侵犯
","1. ...seven years after the Roman invasion of Britain.
…罗马人入侵大不列颠岛之后的7年。
"
vacation,We’re planning a vacation in Europe.,我们正计划去欧洲度假。,"n.休假,假期
","1. We’re planning a vacation in Europe.
我们正计划去欧洲度假。
2. We’re planning to go on vacation soon.
我们在计划近期去度假。
"
consensus,The EU Council of Finance Ministers failed to reach a consensus on the pace of integration.,欧盟财政部长会议未能就一体化的进度达成共识。,"n.(意见等的)一致，一致同意，共识
","1. The EU Council of Finance Ministers failed to reach a consensus on the pace of integration.
欧盟财政部长会议未能就一体化的进度达成共识。
2. the current consensus of opinion
目前观点上的一致
3. The general consensus was that technology was a good thing.
大家都认为科技是好东西。
4. the consensus politics of the fifties
50年代的共识政治
"
priest,He had trained to be a Catholic priest.,他接受培训成了一名天主教神父。,"n.神父；教士
","1. He had trained to be a Catholic priest.
他接受培训成了一名天主教神父。
"
executive,a marketing executive,营销主管,"n.总经理,董事,行政负责人
adj.执行的,实施的
","1. a marketing executive
营销主管
2. A successful job search needs to be as well organized as any other executive task.
一次成功的寻职要像任何其他执行任务一样精心安排。
"
vision,She suffered temporary loss of vision after being struck on the head.,她头部受撞击以后出现暂时性失明。,"n.视力,视觉;远见;洞察力;幻想,幻影;想象力
","1. She suffered temporary loss of vision after being struck on the head.
她头部受撞击以后出现暂时性失明。
2. Tears blurred her vision (= made it difficult for her to see ).
泪水模糊了她的视线。
3. We need a leader with vision and strong principles.
我们需要一位有远见、坚守原则的领导。
4. It was on June 24, 1981 that young villagers first reported seeing the Virgin Mary in a vision.
那是在1981年的6月24日，年轻的村民们首次报告说在幻觉中看到了圣母玛利亚。
5. He had a vision of Cheryl, slumped on a plastic chair in the waiting room.
他想像谢丽尔跌坐在候诊室的一把塑料椅子上。
"
resent,Paul resented the fact that Carol didn’t trust him.,保罗非常气愤，因为卡萝尔不信任他。,"v.对…表示忿恨,怨恨
","1. Paul resented the fact that Carol didn’t trust him.
保罗非常气愤，因为卡萝尔不信任他。
"
locality,weather reports from several different localities,来自几个不同地区的天气报告,"n.地区
","1. weather reports from several different localities
来自几个不同地区的天气报告
"
call,She calls her father every couple of days.,她隔几天就给她爸爸打个电话。,"v.叫，喊；打电话；把…叫作；叫，喊
n.叫声；号召
","1. She calls her father every couple of days.
她隔几天就给她爸爸打个电话。
2. Are you calling me a liar?
你在说我撒谎吗？
3. I heard someone calling in the distance.
我听到远处有人在叫。
4. the call of an owl
猫头鹰的叫声
5. Members obediently answered the calls for funds.
会员都顺从地响应了募集资金的号召。
"
provided,"He can come with us, provided he pays for his own meals.",只要他付自己的饭钱，就可以跟我们一起来。,"conj.倘若,只要,假如
","1. He can come with us, provided he pays for his own meals.
只要他付自己的饭钱，就可以跟我们一起来。
"
concession,The British were not prepared to make any concessions .,英国人没有打算作出让步。,"n.让步，妥协；特许(权)
","1. The British were not prepared to make any concessions .
英国人没有打算作出让步。
2. the import/export concessions that had been granted to the island
同意给该岛的进出口特许权
"
furnace,We had better fire up the furnace.,我们最好把炉子生起来。,"n.炉子,熔炉
","1. We had better fire up the furnace.
我们最好把炉子生起来。
2. It is time he banked up the furnace.
他该把炉子封起来了。
"
subordinate,It was an art in which words were subordinate to images.,它是一种语言比图像次要的艺术。,"adj.(to)次要的,从属的；下级的
","1. It was an art in which words were subordinate to images.
它是一种语言比图像次要的艺术。
2. a subordinate officer
下级官员
"
remove,"As soon as the cake is done, remove it from the oven.",蛋糕一烤好，就把它从烤箱里移出来。,"v.移动；脱掉；免职
","1. As soon as the cake is done, remove it from the oven.
蛋糕一烤好，就把它从烤箱里移出来。
2. He removed his hat and gloves.
他摘下了帽子和手套。
3. The student senate voted to remove Fuller from office.
大学评议会投票将富勒免职了。
"
participant,40 of the course participants are offered employment with the company.,参加课程学习的人中有40名得到了在该公司工作的机会。,"n.参加者,参与者
adj.有份的,参与的
","1. 40 of the course participants are offered employment with the company.
参加课程学习的人中有40名得到了在该公司工作的机会。
"
refuse,"She asked him to leave, but he refused.",她叫他走，但他不肯。,"v.拒绝,谢绝
n.废物,垃圾
","1. She asked him to leave, but he refused.
她叫他走，但他不肯。
2. When he offered all that money, I could hardly refuse (= could not refuse ) , could I?
他愿意给那么多钱，我怎么可能拒绝呢？
3. The town made a weekly collection of refuse.
该镇每周收一次垃圾。
"
abstract,"By the age of seven, children are capable of thinking in abstract terms .",儿童到了七岁就具有抽象思维的能力。,"adj.抽象的
n.摘要，梗概
v.提取,摘录要点
","1. By the age of seven, children are capable of thinking in abstract terms .
儿童到了七岁就具有抽象思维的能力。
2. It might also be necessary to supply an abstract of the review of the literature as well.
可能也有必要提供这篇文学评论的摘要。
3. She abstracted the main points from the argument.
她把论据概括成要点。
"
following,The following day the picture appeared on the front pages of every newspaper in the world.,次日，照片出现在世界各地报纸的头版。,"adj.其次的，接着的；下列的，下述的
","1. The following day the picture appeared on the front pages of every newspaper in the world.
次日，照片出现在世界各地报纸的头版。
2. We went to dinner the following Monday evening.
在接下来的那个周一晚上我们一起共进晚餐。
3. Write down the following information: name of product, type, date purchased and price.
写下以下信息：产品名称、型号、购买日期和价格。
"
monument,He erected a monument on the spot where his daughter was killed.,他在女儿遇难的地方立了块纪念碑。,"n.纪念碑,纪念馆；遗迹
","1. He erected a monument on the spot where his daughter was killed.
他在女儿遇难的地方立了块纪念碑。
2. Ancient monuments are protected by law.
古迹受法律保护。
"
illuminate,A single candle illuminated his face.,一支蜡烛照亮了他的脸。,"v.照亮，照明；说明，阐释
","1. A single candle illuminated his face.
一支蜡烛照亮了他的脸。
2. At night the canals are beautifully illuminated.
晚上运河灯火辉煌，美景毕现。
3. The report illuminated the difficult issues at the heart of science policy.
报告阐明了科学方针核心部分的难点。
"
sense,"Cats have a very acute sense of hearing (= very good, so that they can hear even the smallest sound ) .",猫的听觉非常敏锐。,"n.感官；感觉；理解力；判断力；意义
v.觉得,意识到
","1. Cats have a very acute sense of hearing (= very good, so that they can hear even the smallest sound ) .
猫的听觉非常敏锐。
2. Employees need the sense of being appreciated.
雇员需要被赏识的感觉。
3. It was dark and he had completely lost his sense of direction.
天黑了，他完全失去了方向感。
4. This is true in a general sense.
从一般意义上来讲，这是对的。
5. Perhaps he sensed your distrust.
也许他感觉到了你的不信任。
"
intelligent,a group of highly intelligent (= very intelligent )students,一组聪明异常的学生,"adj.聪明的,明智的
","1. a group of highly intelligent (= very intelligent )students
一组聪明异常的学生
2. Sontag was once famously described as the most intelligent woman in America.
桑塔格曾被称为美国最聪明的女人，这是众人皆知的事。
"
increase,The population increased dramatically in the first half of the century.,该世纪上半叶，人口大幅度增加。,"v.增加,增长,增进
n.增加,增长,增进
","1. The population increased dramatically in the first half of the century.
该世纪上半叶，人口大幅度增加。
2. political tensions that might increase the likelihood of war
或许会增加战争爆发可能性的紧张政治局面
3. Cases of tuberculosis are on the increase.
结核病病例越来越多。
"
catch,Police say they are confident of catching the gunman.,警方说他们有信心抓获枪手。,"v.捕捉,捕获；赶上；感染；听到
","1. Police say they are confident of catching the gunman.
警方说他们有信心抓获枪手。
2. We were in plenty of time for Anthony to catch the ferry.
我们有足够的时间等安东尼搭上渡船。
3. Many young people are still ignorant about how HIV is caught.
许多年轻人对艾滋病病毒是如何染上的仍然一无所知。
4. I do not believe I caught your name.
我想我没听清你的名字。
"
dominant,The dominant male gorilla is the largest in the group.,领头的公猩猩是这群大猩猩中体形最大的一个。,"adj.支配的,统治的,占优势的
","1. The dominant male gorilla is the largest in the group.
领头的公猩猩是这群大猩猩中体形最大的一个。
2. Japan became dominant in the mass market during the 1980s.
20世纪80年代日本在大众市场上开始占据优势。
3. its dominant position within the group
它在该组织中的突出地位
"
proposal,The president is to put forward new proposals for resolving the country's constitutional crisis.,总统将提出解决国家宪法危机的新议案。,"n.提议,建议；求婚
","1. The president is to put forward new proposals for resolving the country's constitutional crisis.
总统将提出解决国家宪法危机的新议案。
2. After a three-weekend courtship, Pam accepted Randy's proposal of marriage.
经过一段为期3个周末的恋爱，帕姆接受了兰迪的求婚。
"
category,people in the over-45 age category,属45岁以上年龄组的人,"n.种类，部属，类目,范畴，类型
","1. people in the over-45 age category
属45岁以上年龄组的人
2. Seats are available in eight of the ten price categories .
座位共有10种票价，现有8种可售。
3. Williams’ style does not fit easily into the category of jazz.
威廉斯的风格不能轻易归入爵士乐的范畴。
"
concede,"‘That’s the only possible solution.’ ‘Yes, I suppose so,’ Charles conceded.",“那是唯一可行的解决办法。”“对，我想是。”查尔斯承认道。,"v.承认；(比赛结束前)认输,退让
","1. ‘That’s the only possible solution.’ ‘Yes, I suppose so,’ Charles conceded.
“那是唯一可行的解决办法。”“对，我想是。”查尔斯承认道。
2. The Georgian forces defended the capital but were finally obliged to concede.
格鲁吉亚军队奋起保卫首都，但最终被迫投降。
"
statesman,a respected elder statesman,一位受人尊敬的政界元老,"n.政治家,国务活动家
","1. a respected elder statesman
一位受人尊敬的政界元老
"
resolve,After the divorce she resolved never to marry again.,离婚以后，她决心永不再嫁。,"v.决心；(使)分解,溶解；决议
n.决心
","1. After the divorce she resolved never to marry again.
离婚以后，她决心永不再嫁。
2. DNA samples were extracted and resolved.
提取了脱氧核糖核酸样本并进行了分解。
3. The Senate resolved to accept the President’s proposals.
参议院通过决议，同意总统的提案。
4. Recent events strengthened her resolve to find out the truth.
最近发生的事件坚定了她找出真相的决心。
"
marry,He married Bea in 1925.,他在1925年娶了贝亚。,"v.结婚,嫁,娶
","1. He married Bea in 1925.
他在1925年娶了贝亚。
2. I’m going to ask her to marry me on St Valentine’s Day.
我打算在情人节向她求婚。
3. She married young (= at a young age ) .
她结婚早。
4. People in higher social classes are more likely to marry late (= when they are older than is usual ) .
社会阶层较高的人士倾向于晚婚。
5. Sophia had, in a sense, married beneath her (= married someone of a lower social class than her ) .
索菲娅在某种意义上是下嫁了。
"
cater,This is the biggest event we’ve ever catered for.,这是由我们提供承办宴席的最大一次活动。,"v.(for)提供饮食及服务；(for/to)满足,迎合
","1. This is the biggest event we’ve ever catered for.
这是由我们提供承办宴席的最大一次活动。
2. We cater to an exclusive clientele.
我们满足一个特殊客户群的需求。
"
