word,trans,example
resolution,"n.决定,决议；坚决,决心
","1. a resolution calling for a ban on dumping nuclear waste
要求禁止倾倒核废物的决议
2. Carol made a resolution to work harder at school.
卡萝尔下决心要更用功地学习。
"
man,"n.(pl.men)人；；人类；男人
","1. All men are equal in the eyes of the law.
法律面前人人平等。
2. the evolution of man
人类的进化
3. a man’s watch
男式手表
"
circular,"adj.圆(形)的,环形的；循环的；环行的
n.传单,通报
","1. a circular table
圆桌
2. a circular bus route
环行公共汽车路线
3. The proposal has been widely publicized in press information circulars sent to 1,800 newspapers.
通过向1800份报纸发送新闻通告，这项提议得到了广泛地宣传。
"
baseball,"n.棒球
","1. His cane answered for a baseball bat.
他的手杖可代用棒球棒。
2. Dick fell for baseball when he was a little boy.
当迪克还是个小孩时，他就迷恋上了棒球运动。
3. They came to the baseball field to root for their school team.
他们来到棒球场为他们的校队鼓劲。
"
limitation,"n.限制，制约
","1. a nuclear limitation treaty
核限制条约
"
simplify,"v.简化,使单纯
","1. an attempt to simplify the tax system
简化税制的尝试
2. The law needs to be simplified.
这部法律需要简化。
3. a simplified version of the game
这个游戏的简化版
"
collect,"v.收集,搜集；领取,接走；收(税等)；聚集,堆积
","1. After 25 years of collecting recipes, she has compiled them into a cookbook.
她搜集了25年食谱，把它们编成一本烹饪书。
2. I’ve got to go and collect the book I ordered from the library.
我得去图书馆取我订的书了。
3. The landlady came around once a month to collect the rent.
女房东每月过来一次收房租。
4. Rain collected in pools on the road.
路上积了一摊摊的雨水。
"
bank,"n.银行；岸,堤；
","1. We have very little money in the bank.
我们存在银行里的钱很少。
2. the river bank
河岸
"
highlight,"v.使显著,使突出;强调
n.最精彩的部分
","1. Your résumé should highlight your skills and achievements.
你的简历应该突出自己的技能和成绩。
2. That weekend in Venice was definitely the highlight of our trip.
在威尼斯度过的那个周末无疑是我们这次旅行最精彩的部分。
"
formidable,"adj.强大的;令人敬畏的;可怕的;艰难的
","1. The building is grey, formidable, not at all picturesque.
那幢建筑呈灰色，气势凛然，与漂亮沾不上边。
2. The new range of computers have formidable processing power.
该系列的新型计算机处理能力惊人。
"
verbal,"adj.口头的；用言辞的,用文字的；动词的
","1. verbal agreement/instructions etc
口头协议/指示等
2. verbal skills
语言技能
3. verbal nouns
动名词
"
menu,"n.菜单
","1. Could we have the menu, please?
请把菜单给我们，好吗？
2. a three course set menu
三道菜的套餐
"
accessory,"n.附件,附属品；装饰物，小配件
","1. bathroom accessories such as mirrors and towel-rails
镜子和毛巾架等浴室配件
2. a set of fully matching clothes and accessories
一套完全相配的衣服和饰物
"
legend,"n.传说,传奇
","1. Local legend has it that (= says that ) the island was the original Garden of Eden.
当地传说这个岛就是伊甸园的原型。
"
assumption,"n.假定，设想；采取；承担
","1. You would be making an assumption that's not based on any fact that you could report.
你会做出不以你能报道的任何事实为依据的一种假设。
2. the assumption of responsibility
承担责任，就职
"
pronounce,"v.发…的音；宣布,宣判
","1. How do you pronounce your name?
你的名字怎么念？
2. The victim was pronounced dead on arrival.
受害人送到时被宣布死亡。
"
continue,"v.继续,连续；延伸
","1. He will be continuing his education in the US.
他将在美国继续求学。
2. I felt too sick to continue.
我感觉很难受，无法继续下去了。
3. The road continues northwards to the border.
这条路往北一直延伸到边境。
"
perceive,"v.理解,领悟；察觉,感知
","1. Stress is widely perceived as contributing to coronary heart disease.
压力普遍被认为能造成冠心病。
2. That morning, he perceived a change in Franca’s mood.
那天早上，他注意到弗兰卡情绪的变化。
"
proposition,"n.主张，观点，见解；提议，建议
","1. The theory is founded on two basic propositions.
这个理论是建立在两个基本观点之上的。
2. I’ve got a proposition to put to you.
我要向你提个建议。
"
susceptible,"adj.易得病的；易受影响的；〔人〕易受影响的
","1. Older people are more susceptible to infections.
年长者更易受感染。
2. A lot of TV advertising is aimed at susceptible young children.
很多电视广告瞄准了易受影响的幼儿。
"
obsolete,"adj.已废弃的,过时的
","1. obsolete weapons
已被淘汰的武器
2. computer hardware that quickly became obsolete
很快就变得过时的电脑硬件
3. Will computers render (= make ) books obsolete?
计算机会把书籍淘汰掉吗？
"
invisible,"adj.看不见的；无形的
","1. The house was surrounded by trees, and invisible from the road.
这所房子树木环绕，从路上是看不见的。
2. There’s an invisible barrier that keeps women out of top jobs.
女性想进入职场高层存在着无形的障碍。
"
daylight,"n.日光；白昼,黎明
","1. The park is open to the public during daylight hours .
公园白天对公众开放。
2. If possible, it’s better to work in natural daylight.
如果条件允许的话，最好在自然日光下工作。
3. Quinn returned shortly after daylight yesterday morning.
奎因昨天天刚亮就回来了。
"
create,"v.创造,引起；创作
","1. Some people believe the universe was created by a big explosion.
有些人认为宇宙是通过一次大爆炸创造出来的。
2. Her behaviour is creating a lot of problems.
她的行为引起了很多问题。
3. The new factory is expected to create more than 400 new jobs.
这家新工厂预计能创造400多个新的就业机会。
4. This dish was created by our chef Jean Richard.
这道菜是我们的厨师琼·理查德创制的。
"
cathedral,"n.大教堂
","1. St Paul’s Cathedral
圣保罗大教堂
"
centigrade,"adj.摄氏温度计的;摄氏的
n.摄氏温度计;摄氏
","1. ...daytime temperatures of up to forty degrees centigrade.
…高达40摄氏度的日间气温。
2. The number at the bottom is the recommended water temperature in centigrade.
底部的数字为建议性摄氏度水温。
"
levy,"n.税款，税额
v.征收,征集,征用
","1. ...an annual levy on all drivers.
…向所有司机征收的年税。
2. a new tax levied on all electrical goods
对所有电器商品征收的一种新税
"
catalog,"n.（ue）目录(册)
v.编目(录)
","1. a mail order catalog
邮购商品目录
2. The manuscripts have never been systematically catalogued.
一直没有系统地为这些手稿编过目录。
"
married,"adj.已婚的,夫妇的;(to)与…结婚的
","1. Are you married or single?
你是已婚还是单身？
2. They’ve been married for eight years.
他们已经结婚八年了。
3. Married men earn 70 percent more than single men.
已婚男子比单身男子多挣70%。
4. We’re getting married (= marrying ) next month.
我们下个月结婚。
5. When she first came to London, she was newly married and out of work.
她初到伦敦时刚结婚，而且没有工作。
6. Nicole is married to my brother.
妮科尔嫁给了我的弟弟。
"
political,"adj.政治的
","1. All other political parties there have been completely banned.
那里的其他所有政党都已经完全被取缔了。
2. The government is facing another political crisis.
该政府正面临着另一场政治危机。
"
band,"n.条,带;乐队;波段;一群,一伙
","1. papers held together with a rubber band
乐队正在演奏披头士的老歌。
2. I grew up playing in rock bands.
我是在摇滚乐队里玩音乐长大的。
3. Interest rates stayed within a relatively narrow band.
利率在一个相对较小的范围内波动。
4. a small band of volunteers
一小批志愿者
"
ascertain,"v.确定，查明，弄清
","1. A postmortem was ordered to try to ascertain the cause of death.
下令验尸以查明死因。
"
accuracy,"n.正确，准确；准确性；精确度
","1. He passes the ball with unerring accuracy.
他传球准确无误。
2. worries about the accuracy of government statistics
对政府统计数据准确性的担心
"
inform,"v.(of,about)通知,告诉,报告
","1. They would inform him of any progress they had made.
他们将把自己所取得的任何进展都告诉他。
2. My daughter informed me that she was pregnant.
我女儿告诉我她怀孕了。
"
opposite,"adj.对面的,相对的；相反的
n.相反的人[事物]，对立物
","1. I thought the medicine would make him sleep, but it had the opposite effect.
我以为这药会让他睡觉，但是它却起了反作用。
2. At the opposite extreme, Ashworth’s style is very simple and modern.
截然相反的是，阿什沃思的风格非常简单和现代。
3. She’s quite shy, the exact opposite of Becky.
她非常害羞，和贝姬正好相反。
"
preceding,"adj.在前的,在先的
","1. As we saw in the preceding chapter, groups can be powerful agents of socialization.
如我们在前一章所见，团组可以是社会化的有力动因。
"
hero,"n.英雄，勇士；男主角，男主人公
","1. He had dared to speak out against injustice, and overnight he became a national hero .
他敢于站出来抨击不公正的现象，一夜之间就成了国家英雄。
2. His father was a war hero , a former fighter pilot.
他父亲是一位战争英雄，曾经是战斗机飞行员。
3. the unsung heroes who drove convoys of aid to Bosnia
运载援助物品到波斯尼亚的那些无名英雄
4. Phileas Fogg, hero of Jules Verne’s ‘Around the World in Eighty Days’
斐利斯•福格，儒勒•凡尔纳《八十天环游地球》的男主人公
"
postman,"n.邮递员
","1. That postman is in charge of this route.
那个邮递员负责这条投递线路。
2. The old man often stands here to watch out for the postman.
老人常常站在这儿等邮递员。
"
proficiency,"n.(in)熟练,精通
","1. a high level of proficiency in English
精通英语
"
exception,"n.例外,除外
","1. It’s been cold, but today’s an exception.
天气一直寒冷，但今天是个例外。
2. The law applies to all EU countries; Britain is no exception.
这项法律适用于所有欧盟国家，英国也不例外。
3. We don’t usually accept checks, but for you we’ll make an exception (= not include you in this rule ).
我们一般不接受支票，但对你我们就破个例。
4. The spelling of this word is an interesting exception to the rule.
这个单词的拼法是该规则一个有趣的例外。
5. Successful two-career couples are still the exception, not the rule (= used to emphasize that something is unusual ).
夫妇俩都事业有成的仍不常见。
"
avert,"v.防止，避免；转移(目光、注意力等)
","1. The tragedy could have been averted if the crew had followed safety procedures.
如果乘务人员按照安全规则操作，这场悲剧是可以避免的。
2. Henry averted his eyes as she undressed.
她脱衣服的时候，亨利把目光转向别处。
"
exclusive,"adj.独占的;排他的;孤高的;唯一的;高级的
","1. Tune in to our exclusive coverage of Wimbledon.
请收看我们对温布尔登网球锦标赛的独家报道。
2. a racially exclusive hiring policy
种族排外的聘用政策
3. an exclusive girls’ school
贵族女子学校
"
suspicion,"n.怀疑，猜疑；一点儿，少量
","1. I can’t say for definite who did it, but I certainly have my suspicions .
我不能确切说是谁干的，但我肯定有怀疑的对象。
2. I could see the faintest suspicion of a tear in her eyes.
我看到她眼中隐约有泪光。
"
surprise,"v.使诧异,使惊异,使感到意外
n.诧异,惊异
","1. His strange question surprised her.
他那奇怪的问题令她感到意外。
2. I didn’t know you two knew each other. Mind you, it doesn’t surprise me .
我不知道你们俩认识。 尽管如此，我并不感到意外。
3. What surprised me most was that she didn’t seem to care.
最令我感到意外的是，她好像毫不在乎。
4. The man had a look of surprise on his face.
那人脸上一副惊讶的表情。
"
revise,"v.修正,修改；修订,校订
","1. The college has revised its plans because of local objections.
由于地方上的反对，学院已经修改了计划。
2. A couple of sections of the book will need to be revised.
本书部分章节需要修订。
"
uniform,"n.制服,军服
adj.相同的,一律的
","1. The police wear dark blue uniforms.
警察穿深蓝色制服。
2. Grade A eggs must be of uniform size.
A 级鸡蛋必须大小相同。
"
communication,"n.通讯,沟通;(pl.)通讯系统
","1. Good communication is vital in a large organization.
在大机构里良好的沟通是极为重要的。
2. Radio was the pilot’s only means of communication .
无线电是飞行员唯一的通信手段。
"
paradigm,"n.典范; 范例; 示例
","1. ...a new paradigm of production.
…一种新的生产范例。
"
symphony,"n.交响乐,交响曲
","1. Bruckner’s Fifth Symphony
布鲁克纳的《第五交响曲》
"
subscribe,"v.(to)订阅，订购
","1. You can subscribe to the magazine for as little as 32 a year.
一年只需 32 美元就可以订阅这份杂志。
"
incident,"n.事件,事变
","1. Roads were sealed off because of a major incident.
因为发生重大事故，道路被封锁了。
"
decisive,"adj.决定性的
","1. Women can play a decisive role in the debate over cloning.
对于克隆问题的辩论，女性能起到决定作用。
"
convict,"v.(经审讯)证明…有罪,宣判…有罪
n.囚犯
","1. a convicted murderer
已定罪的谋杀犯
2. an escaped convict
越狱犯
"
commemorate,"v.纪念，庆祝
","1. a parade to commemorate the town’s bicentenary
庆祝该镇建立200周年的游行
"
characteristic,"adj.特有的,独特的
n.特征,特性
","1. the highly characteristic (= very typical ) flint walls of the local houses
当地房子非常有特色的燧石墙
2. Violent images are a defining characteristic of his work.
暴力形象是他作品的一个鲜明特征。
"
motel,"n.(附有停车场的)汽车旅馆
","1. The gas station just neighbours to the motel.
加油站就在汽车旅馆的附近。
"
reduce,"v.缩小；减少；降低
","1. The governor announced a new plan to reduce crime.
州长宣布了一项降低犯罪率的新计划。
2. The helmet law should reduce injuries in motorcycle accidents.
头盔法的实施应该能减少摩托车事故的受伤率。
3. Small businesses will need to reduce costs in order to survive.
小企业要想生存必须削减成本。
"
analogy,"n.类似，相似，类比，类推
","1. The analogy between music and fragrance has stuck.
音乐与香味的类比已经深入人心了。
"
carve,"v.(雕)刻
","1. carved wooden chairs
木雕椅子
"
moderate,"adj.有节制的；中等的,适度的；温和的,稳健的
","1. a moderate smoker
吸烟有节制的人
2. a moderate degree of success
一定程度上的成功
3. a student of moderate ability
能力一般的学生
4. Moderate exercise, such as walking, is recommended.
建议适度锻炼，比如散步。
5. Bake the pie for 30 minutes in a moderate oven.
馅饼用中火烘烤30分钟。
6. the more moderate members of the party
党内观点较为温和的党员
"
assign,"v.派给，分配；选定，指定(时间、地点等)
","1. I’ve been assigned the task of looking after the new students.
指派给我的工作是照顾新来的学生。
2. How much time have you assigned for the meeting?
你给这个会议定了多长时间？
"
conclude,"v.结束,终止；断定,下结论
","1. When the investigation is concluded, the results will be sent to the US Attorney’s office.
等到调查结束后，结果会被送到联邦检察官办公室。
2. The report concluded that the school should be closed immediately.
报告的结论是这所学校应该立刻关闭。
"
quarrel,"v.争吵,争论
n.争吵，吵架，争执
","1. I wish you two would stop quarreling.
我希望你们两个别再吵了。
2. Jacob left after a quarrel with his wife.
雅各布和妻子吵了一架后走了。
"
spectator,"n.观众,旁观者
","1. The match attracted over 40,000 spectators.
这场比赛吸引了四万多名观众。
"
finish,"n.光洁（度）
v.完成；结束；（被）吃光，（被）喝光
","1. That table has a beautiful finish.
那张桌子的表面光洁漂亮。
2. Have you finished that book yet?
那本书你看完了吗？
3. What time does school finish?
学校什么时候放学？
4. I’ll just finish my coffee.
我喝完咖啡就好。
"
attractive,"adj.吸引人的，引人注意的；漂亮的，迷人的
","1. a political movement that is attractive to young people
吸引年轻人的政治运动
2. Kitchen utensils should be attractive as well as functional.
厨房用具应该既美观又实用。
"
soluble,"adj.可溶的
","1. soluble aspirin
可溶性阿司匹林
"
petty,"adj.小(器、规模)的,不重要的,细微的
","1. petty squabbles
小口角
2. petty restrictions
小限制
"
agenda,"n.议事日程，记事册
","1. This is sure to be an item on the agenda next week.
这必将成为下周议事日程上的一项议题。
"
vague,"adj.不明确的,含糊的,暧昧的
","1. The governor gave only a vague outline of his tax plan.
州长只是含糊地大致说了一下他的税务计划。
"
universal,"adj.全体的,宇宙的,世界的；普遍的，通用的
","1. free universal healthcare
免费的全民保健制度
2. These stories have universal appeal.
这些故事人人都喜欢。
3. a topic of universal interest
人们普遍感兴趣的一个话题
4. a democracy based on universal suffrage
建立在普选权上的民主
5. a universal truth
普遍的真理
"
primary,"adj.首要的,主要的,基本的；初级的；最初的
","1. Our primary concern is to provide the refugees with food and health care.
我们的头等大事是向难民提供食品和医疗。
2. Many of the villagers rely on fishing as their primary source of income.
很多村民以打鱼作为他们的主要收入来源。
3. a primary tumour
早期肿瘤
4. a primary teacher
一名小学老师
5. Counselling was given as a primary therapy for depression.
心理咨询是抑郁症的初步疗法。
"
educate,"v.教育,培养,训练
","1. The Ormerod School educates handicapped children.
奥默罗德学校的教育对象为残疾儿童。
"
secure,"adj.(from,against)安全的
v.得到；使安全，保护
","1. Companies can offer secure credit card transactions over the Internet.
公司可以提供安全的网上信用卡交易。
2. Boyd’s goal secured his team’s place in the Cup Final.
博伊德的进球确保了球队进入足总杯决赛。
3. an agreement to secure the future of the rainforest
一份保护热带雨林未来的协议
"
verb,"n.动词
","1. The German verb is postponed.
德语动词放在句末。
2. The verb agrees with its subject in number and person.
动词的数和人称与主语一致。
"
advertise,"v.为...做广告；公告，公布
","1. They no longer advertise alcohol or cigarettes at sporting events.
他们不再在体育赛事上做烟酒广告了。
2. a poster advertising the concert
一张音乐会宣传海报
"
vanity,"n.虚荣心,浮华
","1. Sabrina had none of the vanity so often associated with beautiful women.
萨布里娜没有一点漂亮女人经常会有的那种虚荣。
"
calendar,"n.日历,月历
","1. There was a calendar on the wall above, with large squares around the dates.
墙的上方曾有一本日历，日期框在大方格里。
"
solemn,"adj.严肃的，庄重的；庄严的,隆重的
","1. a solemn expression
严肃的表情
2. Their faces suddenly grew solemn.
他们的脸突然变得严肃起来。
3. a solemn procession of mourners
庄重的送葬队伍
4. solemn ritual/ceremony
隆重的仪式/典礼
"
conviction,"n.深信,确信；定罪，判罪
","1. It was a reasonable explanation, but his voice lacked conviction .
这解释合情合理，只是他的语气不坚定。
2. It took her so much effort to speak that what she said carried great conviction (= showed she felt sure of what she said ) .
她费了很大的劲在说，因此说出来的话显得很确定。
3. They had no previous convictions.
他们没有前科。
"
envisage,"v.想象，设想，展望，
","1. The scheme cost a lot more than we had originally envisaged.
该计划的花费大大超出了我们最初所预想的数额。
"
career,"n.(个人的)事业，职业；生涯
","1. a teaching career
教学事业
2. He realized that his acting career was over.
他意识到自己的演艺事业已走到了尽头。
3. a physiotherapist who wanted to make a dramatic career change by becoming an author
想彻底改行当作家的理疗师
4. During his career, he wrote more than fifty plays.
在他的创作生涯里，他共写了五十多部剧作。
"
ordinary,"adj.普通的,平凡的,平常的；平庸的
","1. It’s just an ordinary camera.
这只是普通的相机。
2. The book is about ordinary people.
这本书描写的是普通人。
3. Art should be part of ordinary life.
艺术应该是日常生活的一部分。
4. I thought the paintings were pretty ordinary.
我认为这些画相当平庸。
"
invert,"v.倒置,倒转,颠倒
","1. Invert the cake onto a serving plate.
把蛋糕倒扣过来放到一个盘子上。
"
inventory,"n.详细目录,清单；存货
","1. Before starting, he made an inventory of everything that was to stay.
出发前，他把要留下的所有东西列了一份详细清单。
2. ...one inventory of twelve sails for each yacht.
…为每艘游艇配备12张帆的存货。
"
gracious,"adj.亲切的,客气的;宽厚的,仁慈的
","1. Sibyl was the most gracious, helpful, and generous person to work with.
西比尔非常和蔼，乐于助人，而且为人慷慨，和她共事最愉快。
2. a gracious apology
落落大方的道歉
"
survival,"n.继续生存；幸存
","1. The doctors gave him a one in ten chance of survival .
医生说他有十分之一的生存希望。
2. A lot of small companies are having to fight for survival (= work hard in order to continue to exist ) .
很多小公司不得不挣扎求生。
"
circumference,"n.圆周,周围
","1. ...a scientist calculating the Earth's circumference.
…一位正在计算地球周长的科学家。
"
calculate,"v.计算,推算；预测，估计
","1. These instruments calculate distances precisely.
这些仪器计算距离非常精确。
2. Researchers calculated that this group was at a higher risk of heart disease.
研究人员估测这一群体患心脏病的机率更高。
"
order,"n.命令;次序;整齐;定货单;等级
v.定制,订购
","1. The captain had to give the order to abandon ship.
船长不得不发出弃船的命令。
2. There seemed to be no logical order to the sections.
这几部分似乎没有逻辑顺序。
3. She keeps her room in good order.
她把自己的房间保持得很整洁。
4. Goods will be sent within 24 hours of receiving your order.
货物将于收到贵方订单后24小时内发出。
5. I’ve ordered a new computer from the supplier.
我向供应商订购了一台新的电脑。
"
outside,"adv&adj&prep.在外面(的),在…外(的)
n.外部
","1. When we got up, it was still dark outside.
我们起床时，外面天还没亮。
2. Go and play outside.
到外面去玩。
3. We turned off the outside lights and went to bed.
我们关掉外头的电灯，上床睡觉了。
4. The outside of the house was painted white.
这房子的外墙刷成了白色。
"
allocate,"v.分配，分派；拨给
","1. Tickets are limited and will be allocated to those who apply first.
票数有限，将分配给那些先申请的人。
"
aspire,"v.(to，after)渴望，追求，有志于
","1. ...people who aspire to public office.
…志在获得公职的人们。
"
merely,"adv.仅仅，只不过
","1. He’s merely a boy – you can’t expect him to understand.
他只是个孩子——你不要指望他能理解。
"
trademark,"n.商标；特征
","1. She has registered a trademark for a new range of perfumes.
她已为一个新系列的香水注册了商标。
2. The striped T-shirt became the comedian’s trademark.
条纹T恤衫成了这位喜剧演员的标记。
"
exposure,"n.暴露；揭露；朝向
","1. Exposure to lead is known to damage the brains of young children.
已知接触铅会损害幼童的大脑。
2. the exposure of his underground political activity
对他地下政治活动的揭露
3. My bedroom has a southern exposure.
我的卧室朝南。
"
law,"n.法律,法规,法学,规律,定律
","1. Elected officials ought to obey the law.
民选官员理应遵守法律。
2. laws passed by Parliament
议会通过的法律
3. He studied law.
他学习法学。
4. the law of gravity
万有引力定律
"
metropolis,"n.大都市；首府；重要中心
","1. The city has become a huge, bustling metropolis.
这座城市已变成繁忙的大都市。
"
representative,"n.代表,代理人
adj.(of)典型的,有代表性的
","1. a union representative
工会代表
2. The latest incident is representative of a wider trend.
最近发生的事件代表了一个更大的趋势。
"
inherent,"adj.固有的,内在的,天生的
","1. Every business has its own inherent risks.
每笔生意本身都有风险。
"
dialect,"n.方言
","1. the local dialect
当地方言
"
ideology,"n.意识形态，(政治或社会的)思想意识
","1. the ideologies of fascism and terrorism
法西斯主义和恐怖主义的意识形态
2. a new ideology based on individualism
基于个人主义的新思想体系
"
denounce,"v.公开指责,公然抨击;谴责
","1. The group denounced the failure by the authorities to take action.
该团体谴责当局没有采取行动。
"
specific,"adj.明确的；具体的,特定的,特有的
","1. Mr Howarth gave us very specific instructions.
豪沃思先生给了我们很明确的指示。
2. a specific example of alcohol’s effect on the body
酒精对身体影响的具体例子
"
essence,"n.本质,实质
","1. The essence of Arsenal’s style of football was speed.
阿森纳队足球风格的精髓是强调速度。
"
heroine,"n.女英雄；女主角
","1. a heroine of the French Resistance
法国抵抗运动的一位女英雄
2. The heroine is a senior TV executive.
女主人公是一位电视台高级主管。
"
customer,"n.顾客,主顾
","1. We aim to offer good value and service to all our customers.
我们力求为所有的客户提供物有所值的商品和服务。
2. We’ve had several letters from satisfied customers.
我们收到了几封顾客表示满意的来信。
3. He’s one of our regular customers .
他是我们的一个老主顾。
"
here,"adv.在(到，向)这里；这时；在这一点上
","1. What are you doing here?
你们在这里干什么？
2. Shall we eat here?
我们在这里吃好吗？
3. Come here for a minute.
到这里来一下。
4. This switch here controls the lights.
此处的这个开关控制电灯。
5. My friend here will show you the way.
我这位朋友会给你指路的。
6. Come on. I’m over here .
快点，我在这里。
7. Will you be back here tonight?
今晚你回这里吗？
8. There are no good pubs round here .
这一带没有好的酒吧。
9. Spring is here at last.
春天终于来临。
10. It's here that we come up against the difference of approach.
正是在这一点上我们遇到方法上的分歧。
"
